,410001,410004,410006,72000,72004,720024,72042,72044,72154,73019,73025,73029,73124,74126,Lake City,Camden,Hillsboro,phoenix area,Marshall,Subiaco,HOBART MUNICIPAL AP ,TUCUMCARI 4 NE ,DEATH VALLEY NATIONAL PARK  ,HOPEWELL,NEOSHO ,LAS ANIMAS ,BLANDING,Yosemite national park area,Saluda,Clarksdale,Portales,Springerville,Ojai
1914-07-01,149678.248,135876.89,60090.469,37.3,89,,14.2,41.2,,13,12.5,41,5.4,0,,,,,,,,,,,,,,,,,,,
1914-08-01,115268.338,108647.327,48197.625,4.3,9.4,,3.5,2.8,,2,1.8,0.5,0,0,,,,,,,,,,,,,,,,,,,
1914-09-01,61534.037,56143.22,40654.813,17.9,30.2,,14,15.2,,18,11.2,22.2,9.7,0,,,,,,,,,,,,,,,,,,,
1914-10-01,30539.301,34733.594,18718.719,5.6,0.5,,1.3,3.3,,2.5,2.3,19.7,0.8,0,,,,,,,,,,,,,,,,,,,
1914-11-01,27498.594,39676.285,10356.406,17.7,44.3,,16,23.4,,18.5,18.3,62.8,31.7,0,,,,,,,,,,,,,,,,,,,
1914-12-01,59020.541,52774.873,22437.602,67.9,135.9,,58.4,74.8,,58.4,44.9,69.6,50.2,0,,,,,,,,,,,,,,,,,,,
1915-01-01,57127.912,45855.803,12176.664,19.8,28.7,,18.3,16.8,,6.9,0.8,2,0,0,,,,,,,,,,,,,,,,,,,
1915-02-01,68867.676,59264.234,4753.711,16.3,18.3,,7.6,14.5,,8.4,6.6,41.4,5.8,0,,,,,,,,,,,,,,,,,,,
1915-03-01,25122.219,28572.36,4217.883,14.7,28.9,,24.4,10.2,,3.3,2.6,34.3,0,0,,,,,,,,,,,,,,,,,,,
1915-04-01,29588.573,27935.457,4394.031,34.5,37.2,,11.9,29.5,,29.2,21.9,14.8,17.6,0,,,,,,,,,,,,,,,,,,,
1915-05-01,101405.875,70228.013,35739.586,143.1,265.1,,114.4,128.8,,101.1,58.6,46.1,79.2,0,,,,,,,,,,,,,,,,,,,
1915-06-01,194554.702,172137.446,136834.523,139.3,262.3,,110.4,150.7,,51.8,51.4,76.9,59.2,0,,,,,,,,,,,,,,,,,,,
1915-07-01,462314.488,414948.767,194649.478,67.3,131.7,,79.8,70,,49.5,50.6,56.4,42.1,0,,,,,,,,,,,,,,,,,,,
1915-08-01,663242.537,553962.535,270297.613,110.7,217.5,,82.4,133,,69.9,55.3,54.2,66,0,,,,,,,,,,,,,,,,,,,
1915-09-01,838800.195,684754.599,311375.626,110.4,183.3,,78.6,102.6,,64.5,56.4,65.8,50.1,0,,,,,,,,,,,,,,,,,,,
1915-10-01,533171.26,526534.352,303644.43,92.1,165.2,,83.5,106.9,,66.5,56.9,58.6,68,0,,,,,,,,,,,,,,,,,,,
1915-11-01,183502.35,171949.471,89483.576,4.9,9.9,,0,4.1,,1.3,2.8,0.5,0,0,,,,,,,,,,,,,,,,,,,
1915-12-01,121293.272,113065.204,47556.734,71.4,123.4,,94,108.2,,54.1,76.4,86.3,46.5,0,,,,,,,,,,,,,,,,,,,
1916-01-01,57429.866,48337.3,17720.563,29,85.6,,28.7,23.6,,18,12,36.6,9.4,null,,,,,,,,,,,,,,,,,,,
1916-02-01,69378.88,70827.7,11435.32,39.5,55.1,,40.3,55.5,,42.9,41.1,30.7,26.2,null,,,,,,,,,,,,,,,,,,,
1916-03-01,71746.722,66763.9,11019.43,16.9,30.5,,16.5,15.2,,11.4,9.7,23.6,10.4,null,,,,,,,,,,,,,,,,,,,
1916-04-01,73448.198,71140.9,15185.875,68.8,97.6,,69.7,100.4,,45.2,49.4,151.9,48.3,null,,,,,,,,,,,,,,,,,,,
1916-05-01,75079.157,62572,20203.875,39,65.6,,39.9,36.5,,24.1,21.8,27.9,20,null,,,,,,,,,,,,,,,,,,,
1916-06-01,193466.534,188970.1,135758.09,225.2,371.3,,192.5,233.9,,128.3,98.5,114.6,96.8,null,,,,,,,,,,,,,,,,,,,
1916-07-01,1108055.641,805976.2,349811.309,140.1,324.2,,127,145.9,,66,66.3,82,50.3,null,,,,,,,,,,,,,,,,,,,
1916-08-01,1180295.461,1022381.2,352441.379,171.6,249.1,,156.5,179.8,,113.8,117.3,129.6,76.9,null,,,,,,,,,,,,,,,,,,,
1916-09-01,978876.563,624059.4,287854.223,96.3,116.2,,107.9,81.8,,99.6,79.6,58,86.2,null,,,,,,,,,,,,,,,,,,,
1916-10-01,1532740.52,1303743,268981.337,116.7,167.1,,109.3,88.4,,96.8,79,88.9,80,null,,,,,,,,,,,,,,,,,,,
1916-11-01,959551.715,756364.5,346716.387,154.5,288,,116.1,146.7,,84.1,90.5,86.8,69,117.8,,,,,,,,,,,,,,,,,,,
1916-12-01,582990.934,502869.5,185411.195,44.2,83.9,,56.9,55.6,,37.6,30.2,63.5,32.8,87.3,,,,,,,,,,,,,,,,,,,
1917-01-01,169392.817,146409.6,63518.059,91.7,87.4,,54.9,68.6,,51.6,49.7,81.8,50.1,36.1,,,,,,,,,,,,,,,,,,,
1917-02-01,118336.575,93942.8,34090.625,49.9,65,,73.1,42.2,,41.7,56.5,45.6,36,40.6,,,,,,,,,,,,,,,,,,,
1917-03-01,86123.055,70924.6,32451.5,35.3,68.5,,27.9,38.6,,17.8,18.3,32.5,20.3,10.5,,,,,,,,,,,,,,,,,,,
1917-04-01,88380.327,70214.8,48540.156,27.2,72.1,,9.6,35.1,,23.6,9.7,13.5,14.8,0,,,,,,,,,,,,,,,,,,,
1917-05-01,229712.818,216698.9,176057.976,116.3,258,,69.9,100.8,,59.2,44.6,45.6,38.8,55.5,,,,,,,,,,,,,,,,,,,
1917-06-01,760882.592,617977.8,304216.933,121.9,238.1,,88.6,111.3,,65.3,68.8,121.3,87.4,101.6,,,,,,,,,,,,,,,,,,,
1917-07-01,1190471.943,921826.1,356906.371,146.8,355.5,,140.6,165.7,,73.7,78.6,89.5,98.5,88.1,,,,,,,,,,,,,,,,,,,
1917-08-01,1470915.211,1086259.9,403232.285,146.7,245.8,,118.1,149.7,,83.3,77.3,103.5,104.8,80.5,,,,,,,,,,,,,,,,,,,
1917-09-01,1718850.32,1191299.6,488948.047,93.7,221.9,,78.4,93.7,,62,42.7,91.6,48.7,63.5,,,,,,,,,,,,,,,,,,,
1917-10-01,2125598.008,1531619.6,605353.668,179,289.5,,162.8,201.9,,132.6,121.5,124,105.1,105.9,,,,,,,,,,,,,,,,,,,
1917-11-01,811662.406,717764.8,251238.781,103.7,152.7,,103.3,83.3,,130.6,103.5,86.2,92,77.2,,,,,,,,,,,,,,,,,,,
1917-12-01,418251.795,314736.3,155687.638,45.3,75.1,,59,34.2,,35.8,33.7,50.1,45.1,30.7,,,,,,,,,,,,,,,,,,,
1918-01-01,180904.085,143402.8,72247.125,62.5,62.5,,48.1,59.8,,72.4,60.7,67.7,71.6,32.8,,,,,,,,,,,,,,,,,,,
1918-02-01,141787.844,113885.9,39801.125,66.1,60.6,,61.3,52.3,,63.2,60.7,77.6,80.3,59.7,,,,,,,,,,,,,,,,,,,
1918-03-01,141546.672,99495.2,61406.672,72.7,107.9,,66.8,68.1,,42.2,31.8,51,33.4,28.7,,,,,,,,,,,,,,,,,,,
1918-04-01,110099.556,85592.8,61313.69,95,135.4,,63.7,119.9,,64.5,45.6,68.5,97.3,40.2,,,,,,,,,,,,,,,,,,,
1918-05-01,223616.038,213107.3,161936.487,74.6,183.2,,53.8,78.2,,40.4,41.3,26.7,24.4,70.7,,,,,,,,,,,,,,,,,,,
1918-06-01,319444.592,284009.5,185902.958,62.7,143.8,,48.3,65.4,,41.1,39.1,28.8,39.3,40.5,,,,,,,,,,,,,,,,,,,
1918-07-01,403033.648,410117.6,194231.133,47.9,117.2,,28.4,47.6,,32.5,25,36.1,29,17.8,,,,,,,,,,,,,,,,,,,
1918-08-01,1285311.676,932860.9,355991.352,147.1,259.9,,127.1,149.3,,90.9,72,105.1,62.9,98.8,,,,,,,,,,,,,,,,,,,
1918-09-01,505432.158,435490.4,223005.301,20.8,58.4,,18.6,24.4,,11.7,9.5,20.9,14,30.5,,,,,,,,,,,,,,,,,,,
1918-10-01,251886.377,269919.7,128794.999,23.9,41.4,,17,20.4,,13.2,18,16.3,16.5,15.7,,,,,,,,,,,,,,,,,,,
1918-11-01,99200.905,79818,70684.06,4.3,6.8,,19.2,11.8,,5.1,0.8,7.6,12.9,8.6,,,,,,,,,,,,,,,,,,,
1918-12-01,71617.027,52253,27289.094,22.6,54.6,,32.8,20.4,,12.7,15.5,15,13.2,12.4,,,,,,,,,,,,,,,,,,,
1919-01-01,49374.254,34626.9,12382.125,2.8,2,,0.8,2.1,,9.7,3,3.5,0,0.5,0.22,4.02,2.69,0.22,3.19,null,0.15,0.04,0,3.36,0.18,0.0005,0.05,1.15,5.04,5.16,0.2,0.23,1.58
1919-02-01,48027.927,33117,11949.141,37.1,98.6,,55.5,27.2,,34.3,31.8,20.1,29.4,36.1,0.75,3.39,2.16,0.75,1.55,null,1.15,0.32,0,2.45,2.34,0.94,1.67,8.28,4.75,2.83,0.06,1.2,2.45
1919-03-01,59784.449,37291,16193.891,70.9,72.1,,30.7,50.6,,26.7,22.6,18.3,14,26.4,0.97,7.19,4.31,0.97,null,null,2.45,3.69,null,4.01,1.92,1.67,1.71,null,2.37,5.97,2.85,0.27,null
1919-04-01,56235.804,39371.5,16595.141,43,85,,61,41.2,,33.8,31.1,16,35,31.2,0.17,3.73,4.2,0.17,2.69,null,7.78,3.61,0,4.46,2.1,5.08,0.25,null,2.21,2.68,1.84,0.3,0.4
1919-05-01,67187.546,56240.8,36028.219,74.5,108.6,,69.6,101.4,,68.8,57,48.6,69,35.2,0.06,5.54,3.76,0.06,2.81,5.33,4.36,5.85,0,5.67,3.93,0.77,1.15,null,4.61,7.76,1.51,0.2,0.54
1919-06-01,83918.816,70674.7,76391.984,51.3,175.8,,33.4,59.6,,19.1,14.3,15.6,21.1,24.1,0.0005,5.77,3.91,0.0005,8.56,5.52,5.17,6.39,0,2.32,8.85,3.57,0.0005,null,8.88,3.61,3.74,0.01,null
1919-07-01,119081.203,77972.4,77886.987,23.8,79.4,,22.3,31.2,,12.7,9.6,11.2,0,15.5,null,2.96,3.33,1.05,3.4,2.73,4.67,3.16,0.01,10.63,1.61,3.7,1.51,null,null,null,4.48,4.58,null
1919-08-01,83154.72,125164.5,114692.976,45.3,90.7,,46.7,44.1,,28.7,21.8,35.1,22.7,24.7,2.4,6.24,7.88,2.4,1.15,1.93,0.69,2.53,0,4.77,1.87,1.42,1.44,0.0005,6.58,4.67,0.85,3.6,null
1919-09-01,160375.909,175004.6,146036.05,27.7,59.5,,33.3,38.9,,22.4,17.7,28.5,25,20.4,1.93,1.42,6.5,1.93,0.5,2.06,1.19,4.16,0,0.93,1.98,0.67,0.67,1.22,0.15,0.69,5.85,1.68,null
1919-10-01,149201.303,169481,106817.53,66.3,74.6,,62.6,54.1,,50,43.6,33.2,39.1,48.5,0.25,null,6.93,0.25,2.95,8.93,7.94,2.31,0,2.42,11.39,0.94,1.77,null,3.52,10.02,5.23,0.2,null
1919-11-01,63762.261,51631.1,26158.781,9.6,13.2,,9.4,17.9,,6.4,4.3,4.6,6.1,3.8,2.38,6.44,7.35,2.38,0.77,4.02,1.89,0.71,0.2,1.13,5.84,0.61,3.35,0.6,0.51,10.42,0.36,0.75,null
1919-12-01,57104.998,82461.3,51757.286,115.4,191.1,,126,128.9,,95.5,87.8,143.4,72.3,65.2,0.13,3.12,0.58,0.13,2.32,0.29,0.57,0.93,0.3,1.9,0.47,0.2,0.25,5.25,6.67,2.84,0.06,0.62,null
1920-01-01,90239.673,99057.4,46607.004,16.5,31.6,,14,24.8,,12.4,8.7,30.8,17.1,7.4,1.28,6.1,4.77,1.42,2.73,6.02,1.6,0.76,null,2.58,1.99,0.02,0.49,null,5.21,6.49,0.54,0.48,null
1920-02-01,79660.235,99139.7,13025.547,17.8,12.5,,1,16.7,,4.1,4.1,19.8,6.4,7.7,7.68,2.03,0.58,1.46,null,0.86,0.86,0.15,null,7.47,0.29,0.05,2.96,null,4.35,2.03,0.44,0.6,3.5
1920-03-01,261117.91,270328.2,16859.328,49,63.3,,30,57.7,,39.4,38.4,59.2,23.6,10.7,0.96,4.7,1.8,1.35,5.42,6.12,1.38,0.26,0.3,4.2,5.69,0.3,1.22,null,7.46,2.49,0.08,0.45,6.97
1920-04-01,89378.795,86527.8,8629.102,36.5,55.4,,25.5,31.6,,17.5,20.3,24.8,17.8,19.6,7.26,7.31,0.6,0,5.44,4.33,1.99,0.2,0,2.22,2.28,2.47,0.05,4.52,4.81,10.37,0.08,null,null
1920-05-01,44758.687,34052.4,14454.266,7.4,38.1,,11.2,9.3,,2,3.9,2.5,2,5.1,6.7,7.92,3.68,0.42,1.61,4.46,6.91,2.55,null,1.84,7.57,1.47,1.54,null,2.13,6.33,3.69,0.35,null
1920-06-01,106583.17,154952.5,118154.799,137.4,298.9,,113.1,143.9,,113.8,118.8,120.9,98.5,151.8,4.6,2.57,4.57,0.0005,3.13,2.64,1.93,3.91,null,7.49,3.32,0.61,0.76,null,5.42,2.89,2.25,0.75,null
1920-07-01,566858.797,461447.9,228155.379,108.9,196.7,,104.6,136.3,,84.3,73.9,73.7,72.7,70.1,4.34,3.6,6.13,0.25,2.05,6.04,4.09,1.52,0,null,4.08,null,0.0005,null,4.57,7.39,1.72,0.75,null
1920-08-01,922922.541,727653,290807.258,140.6,280.9,,102.8,134,,73.4,71.1,58.1,72.1,95,7.31,3.04,5.84,0.75,6.4,1.73,6.71,2.12,null,6.23,4.84,0.44,1.76,1.36,5.16,2.99,2.46,3.05,null
1920-09-01,852548.506,689772.5,329321.234,108.2,181,,89.1,93,,86.4,69.3,76.2,55.7,60,12.29,2.97,2.95,0.1,3.94,null,2.25,1.44,0,4.07,8,null,0.79,null,4.19,3.15,0.23,1.03,null
1920-10-01,227420.716,210290.1,110526.438,34.5,82.5,,56.6,62.5,,45.5,38.7,30.3,40.7,55.4,0.83,2.56,2.1,0.46,0.38,4.27,3.59,null,null,1.37,6.09,1.66,1.28,4.79,0.66,2.84,0.28,null,null
1920-11-01,109271.173,98403.6,59512.25,23.4,47.2,,48.3,22.6,,51.8,38.1,67.6,65,51.1,4.37,5.74,3.95,0.0005,2.74,0.99,2.1,null,0,7.02,1.3,0.12,1.65,4.59,3.41,3.5,0.24,null,null
1920-12-01,108083.437,115917.1,79523.224,110.7,151.9,,92,109.5,,145.8,146.3,132.8,78.3,25.4,5.27,7.37,1.27,0.0005,4.6,3.08,0.55,null,0,3.21,2.1,0.38,0.47,null,2.98,null,0.0005,0.21,null
1921-01-01,91568.258,102029.1,36659.625,38.3,56.7,,34.5,20.2,,16,20.9,23.1,21.4,41.9,2.12,1.49,2.27,0.13,2.93,1.7,1.37,1.11,0.4,3.81,2.04,0.83,0.47,null,null,2.53,0.35,0.1,null
1921-02-01,52833.147,52781.5,18823.938,21.7,43.7,,17.3,22.1,,41,13.2,12.7,7.3,58.1,1.13,2.72,1.83,0.11,4.24,3.87,0.95,null,0,4.26,1.11,null,0.0005,1.82,null,4.04,0.36,0,1.47
1921-03-01,106131.027,123823.1,27379.688,69.2,60.2,,85.1,53.5,,38.9,30.7,26.9,35.3,38.3,0.85,7.15,3.15,0.03,1.7,5.29,1.2,0.83,0,2.49,6.34,0.24,0.7,null,null,9.28,0.51,0.67,null
1921-04-01,107686.885,128098.5,33877.754,64.5,89.2,,76.4,56.6,,70.2,60.7,46,94.5,63,2.81,8.45,3.78,0.02,4.66,7.05,1.68,0.0005,0,3.88,4.74,null,0.98,null,3,8.89,0.0005,null,null
1921-05-01,84358.888,98778.1,33368.665,92.9,146.1,,70.4,74.5,,68.4,55.7,91.2,57.4,67.3,3.59,1.6,2,0.17,3.62,2.48,1.8,8.72,0,3.89,1.78,2.57,1.74,null,4.44,0.71,2.87,null,null
1921-06-01,373743.097,374681.8,122555.993,89.4,187.5,,67.2,88.8,,43,51,80.3,60,74.6,4.95,4.57,5.52,0.04,2.65,3.88,6.57,5.88,0,1.83,7.38,3.15,0.74,null,3.14,5.26,4.02,0.6,0.03
1921-07-01,318000.277,363745.8,116495.965,63.5,160.2,,37.3,77.3,,15.7,26.9,23.6,26.4,56.4,8.85,3.14,1.4,0.38,9.62,1.67,0.99,3.56,0,3.55,2.29,5.53,2.68,null,4.08,3.29,6.69,7.89,null
1921-08-01,714632.641,635805.7,273639.624,89.2,191.9,,85.7,81,,57.3,38.6,61,37.2,55.1,4,3.62,0.7,1.62,5.1,6.13,1.12,1.95,0,1.59,4.7,1.99,2.38,null,3.36,2.33,1.68,6.69,null
1921-09-01,906257.053,713468.4,344404.382,134.2,202.3,,111.6,142.7,,65.1,68,39.4,91.6,116.1,1.89,5.36,0.5,0.33,3,5.44,3.22,0.75,0,5.39,2.7,null,0.01,null,5.36,3.46,6.44,0.19,null
1921-10-01,517060.433,478548.4,200362.243,71.1,121,,55.2,71.1,,49.5,41.3,31.2,34.5,57.9,5.19,0.86,0.32,0.11,1.35,0.37,0.0005,0.21,0.1,1.77,0.66,null,1.65,null,0.93,1.58,0.0005,0.96,null
1921-11-01,144830.339,152887.8,69656.445,15.2,36.8,,16.2,26.9,,4.8,1.8,26.7,5.1,9.7,2.13,2.72,1.1,0.04,2.9,8.67,0.0005,0,0,3.15,1.18,null,0.51,0.58,4.05,3.46,0,0.1,null
1921-12-01,81595.625,87426.2,43945.219,60.5,120.6,,63,90.1,,42.9,30.7,51.1,24.9,36.9,2.98,4.74,2.05,0.87,1.1,1.46,0.02,0,0.1,4.04,2.48,null,2.64,null,2.36,4.6,0,1.22,null
1922-01-01,122106.923,135708.3,33363.984,54.9,63,,46.3,49.7,,24.6,30,42.7,30.2,22.9,2.19,3.84,2.83,1.29,3.45,2.21,1.13,0.06,1.2,3.62,1.83,null,1.92,null,3.2,4.58,0.1,0.31,null
1922-02-01,63476.024,67254.7,13096.563,89.2,106.2,,32,50.3,,35.7,33.5,17.5,15.3,33.9,5.18,5.38,1.62,0.32,3.41,3.53,0.61,0.13,null,4.79,2.01,null,2.25,null,6.92,5.19,0.05,0.02,null
1922-03-01,66724.908,68339.8,13461.125,17,8.1,,0.8,20.1,,0.3,0.8,5.6,4.8,0,2.85,10.19,5.3,0.99,5.52,4.64,3.64,1.37,null,7.26,7.45,null,1.57,null,9.44,10.1,1.64,0.65,null
1922-04-01,65267.833,51971.5,18828.906,74.7,119.8,,79.6,85.3,,92.4,109.1,94.5,100,26.9,0.53,6.77,11.2,0.24,null,4.88,4.61,2.64,null,2.39,6.5,null,0.35,null,6.21,5.92,4.13,1,null
1922-05-01,197506.622,236055.8,37415.625,37.9,84.5,,43.9,41.2,,24.9,18.3,22.1,30.5,25.4,5.2,6.09,4.97,0.26,2.58,4.93,4.48,2.04,null,2.16,4.19,null,0.7,2.65,null,4.83,3.26,0.2,null
1922-06-01,71082.344,56270.4,30154.063,67.8,105,,54.9,68.5,,25.6,27.1,18.8,34.2,46.8,5.97,3.17,1.05,0.0005,3.82,0.63,0.88,1.24,null,6.13,3.52,null,0.21,null,null,1.15,1.88,0.46,null
1922-07-01,639087.444,954140.9,268592.532,136.6,284,,126.1,148.6,,88.9,77.1,124.7,89.7,83.5,5.5,6.4,0.75,0.74,7.16,2.25,2.32,1.65,null,6.96,6.75,null,1.22,null,null,2.78,0.55,1.88,null
1922-08-01,1471367.012,1105026.4,191811.462,59.5,113,,58.9,63.8,,31.8,41.8,22.7,43.1,54.4,4.06,0.86,1.48,0.58,2.81,null,0.07,0.67,0.4,6.86,1.31,0.7,1.52,null,null,0.39,0.58,3.09,0.0005
1922-09-01,304376.749,285207.8,168238.714,42.9,74.5,,46.7,48.9,,38.7,50.3,22.6,36.8,60.9,4.55,2.98,1.1,0.13,1.54,null,1.09,1.2,null,0.55,2.52,0,0.15,null,null,3.54,0.1,0.77,null
1922-10-01,197579.924,272000,95458.198,42.9,85.1,,38.8,40.1,,28.2,48.8,28.2,26.2,24.7,4.42,0.74,2.33,0.0005,1.97,0.9,1.95,0.37,null,4.36,1.47,0,0.1,1.51,null,1.48,0,0.0005,null
1922-11-01,92161.795,96625.1,51808.781,0.8,0,,0,1.5,,0,0,0,0,0,0.04,2.47,1.69,1.04,0.32,5.17,2.02,1.36,0.0005,0.63,5.55,0.66,2.3,null,null,5.12,0.48,0.41,null
1922-12-01,64578.421,64949,20906.031,39.9,74.5,,32.4,35.1,,27.5,34.3,89.4,25.1,17.2,2.49,2.6,0.1,0.28,5.64,6.1,0.31,0,null,2.85,1.96,0.0005,1.5,null,null,6.24,0,0.08,null
1923-01-01,64847.602,85925.941,12135.047,18.3,31,,13.5,18.3,,28.7,13.1,42.7,13.9,13.2,4.32,5.2,2.24,0.28,4.03,3.01,0.35,null,0,3.61,3.3,0.0005,0.88,null,null,5,0.23,0.38,null
1923-02-01,83683.636,111889.087,5942.758,0,0,,0,0,,0,0,0,0,0,1.97,4.56,3.56,0.46,1.64,5.5,0.55,0.96,null,3.06,1.19,0.45,0.79,null,null,5.16,1.41,1.2,null
1923-03-01,73348.385,72878.135,5174.48,4.6,6.4,,6.1,7.6,,8.1,13.2,2,10.6,0,2.84,4.38,1.75,1.08,3.77,4.62,3.03,1.04,null,6.44,2.99,0.27,0.8,null,6.45,7.09,1.08,0.93,null
1923-04-01,59961.814,64333.499,5399.555,0.3,5.8,,4.3,2,,0,0,0,0,2.8,1.85,7.3,6.85,0.05,2.82,4.49,4.33,3.35,null,3.61,4.37,0.89,0.73,null,null,8.83,1.63,0.39,null
1923-05-01,73540.479,81730.646,46064.125,93,198.7,,64.9,101.5,,31.2,32.3,53.1,33.6,55,6.58,4.07,0.95,0.08,4.5,7.36,4.09,1.92,0,1.59,8.49,null,0.7,0.87,null,10.03,null,0.45,0
1923-06-01,780847.383,581726.697,380638.172,265.4,471.9,,230,251.8,,187,164.9,201.9,182,186.4,9.11,2.41,1.85,0,1.99,4.55,5.84,3.55,0,0.77,8.2,2.77,0.08,1.44,null,5.38,null,0.05,0
1923-07-01,1140407.758,832803.412,301466.973,145.7,321.7,,106.7,141.1,,78.8,82.5,84.8,59.9,80.4,3.76,3.33,0.1,0.77,2.56,2.46,0.31,0.63,0,5.89,3.46,1.42,2.11,null,2.41,3.79,null,3.76,0
1923-08-01,862866.415,605866.476,240865.297,52.5,131.8,,55.6,63.9,,28.1,38.1,24.6,27.2,31.4,5.9,3.37,0.09,0.65,0.84,1.36,2.25,5.64,null,5.98,0.24,4.86,3.25,null,null,3.69,null,5.67,0
1923-09-01,1134033.893,827441.871,267545.215,88.6,99.4,,60.2,92.7,,57.6,45.2,78,60.2,41.6,3.2,3.75,3.62,0.97,1,5.76,6.2,1.78,null,5.72,4.36,1.36,null,null,1.81,0.88,null,3.07,null
1923-10-01,1055529.445,866126.137,438744.328,96,206.2,,79.2,86.7,,62.5,71.6,84.3,45.4,62.9,1.14,2.37,4.55,0.22,0.4,2.97,12.94,7.51,null,1.17,7.77,3.73,0.85,null,1.4,4.82,null,0.73,null
1923-11-01,547217.575,502215.821,197181.735,48.6,95.1,,40.4,37.5,,24,29,51.3,18.3,26.1,0.4,null,1.95,2.84,1.54,3.48,1.15,null,null,1.92,4.33,0.37,1.93,null,3.21,3.42,null,2.1,null
1923-12-01,140409.712,149716.289,82388.739,70.5,124.6,,57.2,69.4,,52.9,63.3,72.9,39.6,51.3,1.58,8.49,8.48,2.23,2.62,null,0.84,1.64,0,1.47,3.52,null,2.11,null,4.55,7.63,null,1.87,0.23
1924-01-01,114875.945,112559.896,65793.446,31.5,41.6,,25.9,31.5,,15.5,18.8,15,15.6,48,5.1,4.85,2.08,0,3.34,1.8,0.05,0.0005,0,2.78,1.83,0.04,0.9,2.39,null,5.43,0.1,0.55,0.7
1924-02-01,151295.814,144746.042,50582.905,126.2,166.8,,138.5,150.8,,73.4,58.7,98.8,57.5,79.8,3.21,3.81,1.67,0.0005,2.35,0.94,0.5,0.19,0,2.45,2.07,0.19,0,null,3.25,3.4,0.16,0.47,0.06
1924-03-01,75471.438,63929.655,31027.531,26.9,72,,15.9,26.3,,33.5,25.7,3.3,25.1,55.1,10.02,3.27,4.62,0.99,3.17,2.69,null,0.6,0.15,3.12,2.31,1.26,1.35,2.74,3.56,5.23,1.03,0.75,null
1924-04-01,73491.888,74035.327,31049.406,62.3,71.3,,58.4,57.8,,30.3,26.5,52.8,33.2,28,3.02,5.68,1.95,0.22,3.88,5.51,2.68,0.63,0.2,3.59,4.22,1.25,0.25,1.24,7.8,5.67,0.43,0.27,0.97
1924-05-01,83666.844,69969.016,36676.625,55.5,80.7,,49.5,65.6,,35.1,29.7,33.8,24.2,44.7,2.19,5.92,4.05,0.01,2.85,4.91,0.59,1.67,0,9.32,6.31,2.26,0.08,0.56,3.42,8.41,0.54,0.35,0
1924-06-01,174523.272,172682.948,76475.172,94.3,135,,89,81.4,,49.9,53.3,41.9,46.7,64.3,7.33,2.84,0.85,0.0005,3.51,2.88,3.17,2.07,0,5.72,5.15,0.28,0.0005,null,1.93,2.7,1.15,0.38,0.0005
1924-07-01,103739.519,102225.348,49261.5,36.9,51.1,,34.1,39.4,,32.2,37.6,45.2,30.7,26.2,2.66,1.06,0.4,0.09,5.12,2.12,2.82,1.93,0,3.31,7.8,0.44,2.81,0,8.85,0.51,2.8,3.32,0
1924-08-01,485836.253,434391.345,210466.716,113.1,214.2,,105.6,149.7,,86,86,96,74.2,99.3,2.56,1.43,0.65,0.14,2,0.48,3.58,3.79,0,2.1,5.2,0.39,0.13,null,3.3,0.73,3.65,0.63,0
1924-09-01,603414.301,556089.67,265820.367,84.3,158.8,,55,96.7,,44.3,40.8,46.7,48.8,44.9,9.4,5.07,2.82,0.12,3.82,null,1.48,1.31,0,7.21,5.18,0.14,0.85,0.0005,9.01,2.67,1.03,1.34,0
1924-10-01,415052.965,411919.811,193732.056,76.6,105.7,,42.8,72.8,,41.9,52.6,43.9,48.3,39.3,2.38,0.07,0.2,0.3,0.5,0.17,2.54,1.09,0,1.03,1.38,0.89,1.32,null,2,0,1.2,0.35,null
1924-11-01,588993.805,510591.699,244143.598,136.2,214.4,,149.6,153.5,,159.3,131.4,88.6,96.3,111.8,1.2,4.9,2.2,0.0005,0.7,1.66,1.89,0.04,0,1.35,2.81,0,0.2,4.21,1.67,1.76,0.37,0.02,1
1924-12-01,124371.937,144348.102,106217.99,35.5,70.7,,53.6,47.9,,27.7,28,37.3,27.4,47,2.62,4.34,1.45,1.16,3.45,2.3,0.55,0.47,null,2.38,2.9,0.32,1.97,5.75,6.06,5.1,0.15,0.66,null
1925-01-01,133527.291,139297.073,99421.334,117.6,166.1,,202.6,124.4,,54.9,58.6,54.1,73.2,43.2,3.88,4.34,1.67,0.03,3.11,1.59,0.31,0.3,0,6.09,2,0.02,0.31,null,null,2.94,0.0005,0.21,null
1925-02-01,71828.392,77348.838,60948.899,85,86.1,,66.6,62.1,,91,56.5,40.6,62.8,52.8,2.07,2.69,0.83,0.02,1.58,3.48,0.5,0.05,0,1.05,1.69,0.4,1.02,7.98,1.27,3.72,0,0.12,null
1925-03-01,68456.214,58383.572,33070.281,34.8,30.3,,33.8,25.3,,20.4,15.5,34.3,32.5,41.7,1.66,1.64,0,0.33,1.3,2.73,0.39,0.0005,0,1.6,1.79,0.0005,1.41,5.59,1.38,2.64,0,0.61,null
1925-04-01,62484.386,59670.395,22802.219,6.6,14.5,,4.1,10.5,,10.4,4.9,9.1,3.8,1.3,0.95,1.25,2.18,0.51,3.29,3.44,4.27,0.38,null,2.57,5.26,0.32,0.79,4.34,null,0.36,0.89,null,null
